nome_organizacao,descricao_organizacao,categoria_organizacao,fase_investimento_busca_x,incentivos_fiscais_municipio_x,orgao_responsavel_cti_x,tipo_organizacao_x,contato_divulgacao_cientifica_x,possui_nit_x,areas_expertise_x,tese_investimento_x,num_startups_investidas_x,segmento_atuacao,programas_desenvolvimento_x,tecnologias_disruptivas,segmentacao_clientes_x,fase_negocio,fase_investimento_captada_x,preferencia_segmento_x,beneficios_programa_x,investimento_medio_startup_x,exige_equity_x,papel_no_ecossistema,cadastro_aprovado,autorizacao_divulgacao,cidade_sede,uf_sede,logo_url,site_organizacao,email_contato,fase_investimento_busca_y,incentivos_fiscais_municipio_y,orgao_responsavel_cti_y,tipo_organizacao_y,contato_divulgacao_cientifica_y,possui_nit_y,areas_expertise_y,tese_investimento_y,num_startups_investidas_y,programas_desenvolvimento_y,modelo_negocio,segmentacao_clientes_y,numero_funcionarios,fase_investimento_captada_y,busca_investimento,linkedin_url,preferencia_segmento_y,beneficios_programa_y,investimento_medio_startup_y,exige_equity_y
IFMG,"""Ofertar ensino, pesquisa e extensão de qualidade em diferentes níveis e modalidades, focando na formação cidadã e no desenvolvimento regional.""",ICT | IES | Centro de P&D,,,,Instituição de Ensino Superior,gabiente@ifmg.edu.br,Sim,"Ensino, Pesquisa e Extensão",,,"Ensino superior, Ensino técnico/profissionalizante, Extensão, Pesquisa e desenvolvimento","Educação, Pesquisa, Inovação e Extensão",,,,,,,,,Base de Conhecimento e P&D,Sim,Sim,Belo Horizonte,MG,https://i.postimg.cc/1XYgzy95/image.png,https://www.ifmg.edu.br,tiago.simao@ifmg.edu.br, , , ,Instituição de Ensino Superior,gabiente@ifmg.edu.br,Sim,"Ensino, Pesquisa e Extensão", , ,"Educação, Pesquisa, Inovação e Extensão",,,,,Não,,,,, 
Biotran Assessoria e Consultoria em Medicina Veterinária LTDA,Pesquisa e desenvolvimento e capacitação profissional em medicina veterinária,ICT | IES | Centro de P&D,,,,Centro de P&D,Carlos Fernandes,Não,Medicina Veterinária,,,"Ensino técnico/profissionalizante, Extensão, Pesquisa e desenvolvimento",Pesquisa e desenvolvimento de produtos veterinários e capacitação profissional em medicina veterinária,,,,,,,,,Base de Conhecimento e P&D,Sim,Sim,Alfenas,MG,https://i.postimg.cc/bvwQLg3W/Logo-Novo-Vertic-Fundo-Claro.png,http://biotran.com.br,carlos@biotran.com.br, , , ,Centro de P&D,Carlos Fernandes,Não,Medicina Veterinária, , ,Pesquisa e desenvolvimento de produtos veterinários e capacitação profissional em medicina veterinária,,,,,Não,,,,, 
INOVACCER- Instituto de Inovação do Coração do Cerrado,"Na FUCAMP está instalado o INOVACCER, Instituto de Inovação e Empreendedorismo. A instalação concreta do prédio do INOVACCER abre o imaginário de possibilidade de inovação para toda a região. Este espaço voltado respectivamente à Inovação e ao Empreendedorismo, tem o objetivo de contribuir para o desenvolvimento da região por meio da realização de Hackathons, Pitches, Meetup Startup Weekends e muito mais com a finalidade do compartilhamento de ideias, experiências criativas, networking e parcerias, para preparar os universitários para o mundo digital. A criação de uma agenda com eventos como o Techstar startup Weekend, Hackathons temáticos, ciclo de palestras e cursos serão capazes de impulsionar a aceleração do empreendedorismo e inovação do setor empresarial local e regional.",ICT | IES | Centro de P&D,,,,"Instituição Científica, Tecnológica e de Inovação- ICT",Cristina Soares de Sousa. telefone: (34) 3842-5272 ramal 35,Não,"Tecnologia, Inovação e empreendedorismo.",,,"Apoio e fomento, Empreendedorismo, Ensino superior, Extensão, Pesquisa e desenvolvimento","Realiza-se divesos Workshops de Soluções Digitais, com temas atuais sobre inovações tecnológicas, empreendedorismo, inteligência artificial dentre outros. As soluções digitais são ferramentas tecnológicas que otimizam o trabalho dentro de uma empresa e que permitem a continuidade do trabalho presencialmente ou remotamente. O Workshop Soluções Digitais é oferecido aos universitários e a comunidade que queira se inteirar sobre o assunto.
Também temos o Programa Marketing Digital na Empresa que é destinado às empresas que querem divulgar o seu negócio nas redes sociais e se utilizar dela para o contato com o cliente e venda de produtos. O Marketing digital traz inúmeros benefícios tais como menor preço, maior alcance, segmentação e mensuração de resultados auxiliando a conquistarem mais oportunidades de negócio. Desta forma os professores e universitários realizam consultoria a essas empresas de como fazer uso do marketing digital, criação de posts e conteúdo, gestão e monitoramento de redes sociais.
Também realiza se o evento IRPF para capacitar os universitários visando atender a população de baixa renda, o programa oferta treinamento presencial, com aplicação prática da legislação no preenchimento da Declaração do Imposto de Renda de Pessoa Física 2022, nos modelos completo e simplificado. O objetivo é de orientar os futuros profissionais bem como contribuintes em geral, acerca das regras gerais de tributação pelo Imposto de Renda da Pessoa Física e da Declaração de Ajuste Anual, destacando questões que podem levar a uma economia quanto ao imposto devido, e ainda, evitar erros e penalidades. O atendimento acontece presencial e remoto por meio das redes sociais.
Um outro evento é o Problem Day que é uma atividade pensada para promover o desenvolvimento crítico e analítico dos universitários da UNIFUCAMP quanto as expectativas e necessidades do mercado profissional. O evento consiste em convidar empreendedores de Monte Carmelo e região que tenham alguma situação problema a ser solucionada referente ao seu negócio. O empreendedor fala sobre sua empresa e o problema enfrentado e o que gostaria de resolver. Após os alunos se reúnem para discutir e buscar as melhores soluções para os empresários.",,,,,,,,,Base de Conhecimento e P&D,Sim,Sim,Monte Carmelo,MG,https://i.postimg.cc/Z5JkqpMn/image.png,http://inovaccer.unifucamp.edu.br,inovaccerunifucamp@gmail.com, , , ,"Instituição Científica, Tecnológica e de Inovação- ICT",Cristina Soares de Sousa. telefone: (34) 3842-5272 ramal 35,Não,"Tecnologia, Inovação e empreendedorismo.", , ,"Realiza-se divesos Workshops de Soluções Digitais, com temas atuais sobre inovações tecnológicas, empreendedorismo, inteligência artificial dentre outros. As soluções digitais são ferramentas tecnológicas que otimizam o trabalho dentro de uma empresa e que permitem a continuidade do trabalho presencialmente ou remotamente. O Workshop Soluções Digitais é oferecido aos universitários e a comunidade que queira se inteirar sobre o assunto.
Também temos o Programa Marketing Digital na Empresa que é destinado às empresas que querem divulgar o seu negócio nas redes sociais e se utilizar dela para o contato com o cliente e venda de produtos. O Marketing digital traz inúmeros benefícios tais como menor preço, maior alcance, segmentação e mensuração de resultados auxiliando a conquistarem mais oportunidades de negócio. Desta forma os professores e universitários realizam consultoria a essas empresas de como fazer uso do marketing digital, criação de posts e conteúdo, gestão e monitoramento de redes sociais.
Também realiza se o evento IRPF para capacitar os universitários visando atender a população de baixa renda, o programa oferta treinamento presencial, com aplicação prática da legislação no preenchimento da Declaração do Imposto de Renda de Pessoa Física 2022, nos modelos completo e simplificado. O objetivo é de orientar os futuros profissionais bem como contribuintes em geral, acerca das regras gerais de tributação pelo Imposto de Renda da Pessoa Física e da Declaração de Ajuste Anual, destacando questões que podem levar a uma economia quanto ao imposto devido, e ainda, evitar erros e penalidades. O atendimento acontece presencial e remoto por meio das redes sociais.
Um outro evento é o Problem Day que é uma atividade pensada para promover o desenvolvimento crítico e analítico dos universitários da UNIFUCAMP quanto as expectativas e necessidades do mercado profissional. O evento consiste em convidar empreendedores de Monte Carmelo e região que tenham alguma situação problema a ser solucionada referente ao seu negócio. O empreendedor fala sobre sua empresa e o problema enfrentado e o que gostaria de resolver. Após os alunos se reúnem para discutir e buscar as melhores soluções para os empresários.",,,,,Não,,,,, 
"Instituto Federal de Educação, Ciência e Tecnologia de Minas Gerais campus Governador Valadares (IFMG-GV)","O Instituto Federal de Minas Gerais campus Governador Valadares tem como missão: “Promover educação básica, profissional e superior, nos diferentes níveis e modalidades, em benefício da sociedade.”
Atualmente possui cinco cursos técnicos (sendo quatro deles integrados ao médio), quatro cursos superiores e uma pós-graduação. Já ofertou cursos de Formação Inicial ou Continuada (FIC), cursos de curta duração, e atualmente, por meio de parcerias com outras instituições, tem buscado desenvolver uma mentalidade empreendedora nos alunos, auxiliando-os a perceberem novas oportunidades de desenvolvimento por meio do empreendedorismo.",ICT | IES | Centro de P&D,,,,"Instituição de Ensino Básico, Técnico e Tecnológico",,Não,"Gestão do Produto, Gestão de Projetos, Segurança do Trabalho, Construção Civil e Engenharia Ambiental",,,"Ensino superior, Ensino técnico/profissionalizante, Extensão, Pesquisa e desenvolvimento","Feiras culturais para promover a disseminação do conhecimento e cultura local, incluindo nesse quesito semana do livro, rodas de discussão, eventos culturais, dentre outros.

Eventos para promover a cultura empreendedora e a inovação, como simpósios, hackathon, projetos para desenvolvimento de empresas e assessorias a respeito.

Consultorias a micro empresas por meio da Empresa Júnior composta por alunos da Instituição.",,,,,,,,,Base de Conhecimento e P&D,Sim,Sim,Governador Valadares,MG,https://i.postimg.cc/RZySbfzJ/IFMG-GV.png,https://www.ifmg.edu.br/governadorvaladares,thalita.rabelo@ifmg.edu.br, , , ,"Instituição de Ensino Básico, Técnico e Tecnológico", ,Não,"Gestão do Produto, Gestão de Projetos, Segurança do Trabalho, Construção Civil e Engenharia Ambiental", , ,"Feiras culturais para promover a disseminação do conhecimento e cultura local, incluindo nesse quesito semana do livro, rodas de discussão, eventos culturais, dentre outros.

Eventos para promover a cultura empreendedora e a inovação, como simpósios, hackathon, projetos para desenvolvimento de empresas e assessorias a respeito.

Consultorias a micro empresas por meio da Empresa Júnior composta por alunos da Instituição.",,,,,Não,,,,, 
Centro de Desenvolvimento de Tecnologia Nuclear,"O Centro de Desenvolvimento da Tecnologia Nuclear (CDTN) é uma das Unidades de Pesquisa da Comissão Nacional de Energia Nuclear (CNEN), autarquia vinculada ao Ministério da Ciência, Tecnologia, Inovações e Comunicações (MCTIC). Localizado no campus universitário da Universidade Federal de Minas Gerais - UFMG, bairro Pampulha, em Belo Horizonte, o CDTN atua na pesquisa e desenvolvimento, ensino (pós-graduação) e prestação de serviços na área nuclear e em áreas correlatas.
As principais atividades do Centro hoje envolvem as áreas de tecnologia nuclear, minerais e materiais, saúde e meio ambiente. Nas aplicações das radiações e técnicas nucleares destacam-se o tratamento de rejeitos radioativos, monitoração e remediação ambiental, metrologia das radiações, desenvolvimento e produção de radiofármacos, otimização de processos de extração e purificação mineral, nanotecnologia, integridade estrutural e gerenciamento do envelhecimento de componentes mecânicos de instalações de grande porte. Há forte cooperação com os setores de energia, saúde, indústria do petróleo e meio ambiente.",ICT | IES | Centro de P&D,,,,Centro de P&D,asa@cdtn.br,Sim,"tecnologia nuclear, minerais e materiais, saúde e meio ambiente.",,,"Ensino superior, Pesquisa e desenvolvimento","As principais atividades do Centro hoje envolvem as áreas de tecnologia nuclear, minerais e materiais, saúde e meio ambiente. 
No nível regional, o CDTN tem destacada atuação no desenvolvimento tecnológico e prestação de serviços especializados para os setores mineral e metalúrgico, além da prestação de serviços radiológicos e da produção de radiofármacos para aplicações em tomografia por emissão de pósitrons (PET).
O CDTN tem forte atuação na formação de recursos humanos em áreas estratégicas, por meio do Programa de Pós-Graduação em Ciências e Tecnologia das Radiações, Minerais e Materiais, reconhecido pela CAPES nas modalidades de mestrado e doutorado acadêmicos, um amplo programa de bolsas de iniciação científica e cursos de curta duração nas suas áreas de competência.",,,,,,,,,Base de Conhecimento e P&D,Sim,Sim,Belo Horizonte,MG,https://i.postimg.cc/1tCvP0Pp/logo-cdtn.jpg,https://www.gov.br/cdtn/pt-br,cristina.engmateriais@gmail.com, , , ,Centro de P&D,asa@cdtn.br,Sim,"tecnologia nuclear, minerais e materiais, saúde e meio ambiente.", , ,"As principais atividades do Centro hoje envolvem as áreas de tecnologia nuclear, minerais e materiais, saúde e meio ambiente. 
No nível regional, o CDTN tem destacada atuação no desenvolvimento tecnológico e prestação de serviços especializados para os setores mineral e metalúrgico, além da prestação de serviços radiológicos e da produção de radiofármacos para aplicações em tomografia por emissão de pósitrons (PET).
O CDTN tem forte atuação na formação de recursos humanos em áreas estratégicas, por meio do Programa de Pós-Graduação em Ciências e Tecnologia das Radiações, Minerais e Materiais, reconhecido pela CAPES nas modalidades de mestrado e doutorado acadêmicos, um amplo programa de bolsas de iniciação científica e cursos de curta duração nas suas áreas de competência.",,,,,Não,,,,, 
Fundação para Inovações Tecnológicas FITec,"A FITec é uma fundação privada sem fins lucrativos, credenciada pelo MCTIC para atividades de P&D e elegível para incentivos de órgãos de fomento, tais como Lei de Informática, P&D ANEEL, BNDES, FAPEs etc.
Atua nas áreas de Energia, Telecomunicações, Eletrônica, TI & Automação e Saúde.",ICT | IES | Centro de P&D,,,,Centro de P&D,srazevedo@fitec.org.br,Não,"As principais áreas de atuação da FITec são: Energia, Telecomunicações, Eletrônica, TI & Automação, Saúde, Agronegócio e Logística . A FITec possui experiência e capacitação no ciclo completo de desenvolvimento de sistemas e equipamentos voltados para esses mercados, compreendendo: •	Concepção técnica; •	Estudos de viabilidade; •	Especificação sistêmica de requisitos; •	Projeto de hardware (eletroeletrônico); •	Análise exploratória de dados e feature engineering •	Desenvolvimento de algoritmos e modelos para soluções em machine learning; •	Projeto de software; •	Design industrial; •	Projeto de empacotamento mecânico; •	Testes de integração e validação; •	Engenharia de suporte a produção e testes; •	Testes de certificação e homologação; •	Documentação de projeto e produto em vários idiomas; •	Gerência de projetos; •	Treinamento para usuários e manufatura; •	Suporte contínuo pós-venda.",,,Pesquisa e desenvolvimento,"Através da experiência e conhecimento acumulados pelos seus profissionais, a FITec tem desenvolvido inúmeros projetos para clientes dos mais diversos segmentos e portes, habilitando-os e orientando-os a uma adequada exploração dos incentivos proporcionados pelos mecanismos de fomento às atividades de P&D.
O suporte da FITec aos seus clientes começa com o diagnóstico das necessidades e levantamento dos requisitos, passando pela elaboração dos projetos e, finalmente, sua posterior implementação funcional. No caso dos fundos setoriais e outros mecanismos que requerem a aprovação prévia da entidade de fomento, a FITec disponibiliza aos seus clientes, serviços de consultoria e suporte à formatação dos projetos a serem submetidos, assegurando-lhe uma melhor probabilidade de aprovação.
•	Exploração efetiva dos mecanismos de fomento ao desenvolvimento de projetos inovadores de P&D / C&T;
•	Retorno do investimento através da execução prática de projetos que se traduzem em uma real agregação de valor em termos de introdução e/ou melhoria de produtos e processos;
•	Utilização da capacidade de inovação tecnológica e do conhecimento especializado da FITec como instrumentos de ampliação dos níveis de competitividade dos clientes.",,,,,,,,,Base de Conhecimento e P&D,Sim,Sim,Belo Horizonte,MG,https://i.postimg.cc/d0kw1DNP/logo-fitec.png,https://www.fitec.org.br,srazevedo@fitec.org.br, , , ,Centro de P&D,srazevedo@fitec.org.br,Não,"As principais áreas de atuação da FITec são: Energia, Telecomunicações, Eletrônica, TI & Automação, Saúde, Agronegócio e Logística . A FITec possui experiência e capacitação no ciclo completo de desenvolvimento de sistemas e equipamentos voltados para esses mercados, compreendendo: •	Concepção técnica; •	Estudos de viabilidade; •	Especificação sistêmica de requisitos; •	Projeto de hardware (eletroeletrônico); •	Análise exploratória de dados e feature engineering •	Desenvolvimento de algoritmos e modelos para soluções em machine learning; •	Projeto de software; •	Design industrial; •	Projeto de empacotamento mecânico; •	Testes de integração e validação; •	Engenharia de suporte a produção e testes; •	Testes de certificação e homologação; •	Documentação de projeto e produto em vários idiomas; •	Gerência de projetos; •	Treinamento para usuários e manufatura; •	Suporte contínuo pós-venda.", , ,"Através da experiência e conhecimento acumulados pelos seus profissionais, a FITec tem desenvolvido inúmeros projetos para clientes dos mais diversos segmentos e portes, habilitando-os e orientando-os a uma adequada exploração dos incentivos proporcionados pelos mecanismos de fomento às atividades de P&D.
O suporte da FITec aos seus clientes começa com o diagnóstico das necessidades e levantamento dos requisitos, passando pela elaboração dos projetos e, finalmente, sua posterior implementação funcional. No caso dos fundos setoriais e outros mecanismos que requerem a aprovação prévia da entidade de fomento, a FITec disponibiliza aos seus clientes, serviços de consultoria e suporte à formatação dos projetos a serem submetidos, assegurando-lhe uma melhor probabilidade de aprovação.
•	Exploração efetiva dos mecanismos de fomento ao desenvolvimento de projetos inovadores de P&D / C&T;
•	Retorno do investimento através da execução prática de projetos que se traduzem em uma real agregação de valor em termos de introdução e/ou melhoria de produtos e processos;
•	Utilização da capacidade de inovação tecnológica e do conhecimento especializado da FITec como instrumentos de ampliação dos níveis de competitividade dos clientes.",,,,,Não,,,,, 
Associação Itajubense de Inovação e Empreendedorismo - INOVAI,"Atuando como um hub para a Inovação, a INOVAI se propõe a gerir, de forma colaborativa, ações e atividades de empreendedorismo e inovação em Itajubá, consolidando o
município como um ecossistema inovador em Minas Gerais. 

Sua missão converge em contribuir para o desenvolvimento econômico e social de Itajubá mediante a estruturação e gestão sustentável de um ambiente de negócios.

Objetivos das INOVAI:
Contribuir para o desenvolvimento científico, tecnológico,
econômico e social de Itajubá;
Estruturar e gerir novos ambientes de inovação;
Gerir os programas de empreendedorismo do município;
Oferecer suporte e condições necessárias à consolidação de
empreendimentos de base tecnológica, transformando ideias
em produtos e processos inovadores.",ICT | IES | Centro de P&D,,,,Centro de Desenvolvimento Tecnológico,Maurício de Pinho Bitencurt - mauricio@incit.com.br,Não,"IoT, IA, Energia",,,"Empreendedorismo, Financiamento e investimento, Pesquisa e desenvolvimento","Instituição gestora da Incubadora de Empresas (INCIT), do Parque Tecnológico (PCTI) e INOVAI TEC (programas de conexão startup industria, desenvolvimento tecnológico sob demanda, programas de qualificação, gestão de ambientes de inovação, consultorias tecnológicas)",,,,,,,,,Base de Conhecimento e P&D,Sim,Sim,Itajubá,MG,https://i.postimg.cc/NMCmfF81/image.png,http://inovai.org.br/,incit@incit.com.br, , , ,Centro de Desenvolvimento Tecnológico,Maurício de Pinho Bitencurt - mauricio@incit.com.br,Não,"IoT, IA, Energia", , ,"Instituição gestora da Incubadora de Empresas (INCIT), do Parque Tecnológico (PCTI) e INOVAI TEC (programas de conexão startup industria, desenvolvimento tecnológico sob demanda, programas de qualificação, gestão de ambientes de inovação, consultorias tecnológicas)",,,,,Não,,,,, 
UNIVERSIDADE VALE DO RIO DOCE (UNIVALE),Universidade Privada sem fins lucrativos EAD - Superior / Presencial - Superior,ICT | IES | Centro de P&D,,,,Universidade,,,,,,,,,,,,,,,,Base de Conhecimento e P&D,Sim,Sim,Governador Valadares,MG, ,www.univale.br,reitoria@univale.br;fpf@univale.br;pesquisador@univale.br, , , ,Universidade, , , , , ,,,,,,Não,,,,, 
UNIVERSIDADE FUMEC (FUMEC),Universidade Privada sem fins lucrativos EAD - Superior / Presencial - Superior,ICT | IES | Centro de P&D,,,,Universidade,,,,,,,,,,,,,,,,Base de Conhecimento e P&D,Sim,Sim,Belo Horizonte,MG, ,www.fumec.br,reitoria@fumec.br, , , ,Universidade, , , , , ,,,,,,Não,,,,, 
UNIVERSIDADE FEDERAL DOS VALES DO JEQUITINHONHA E MUCURI (UFVJM),Universidade Pública Federal EAD - Superior / Presencial - Superior,ICT | IES | Centro de P&D,,,,Universidade,,,,,,,,,,,,,,,,Base de Conhecimento e P&D,Sim,Sim,Diamantina,MG, ,www.ufvjm.edu.br,pi@ufvjm.edu.br, , , ,Universidade, , , , , ,,,,,,Não,,,,, 
UNIVERSIDADE FEDERAL DO TRIÂNGULO MINEIRO (UFTM),Universidade Pública Federal EAD - Superior / Presencial - Superior,ICT | IES | Centro de P&D,,,,Universidade,,,,,,,,,,,,,,,,Base de Conhecimento e P&D,Sim,Sim,Uberaba,MG, ,www.uftm.edu.br,gabinete@uftm.edu.br, , , ,Universidade, , , , , ,,,,,,Não,,,,, 
UNIVERSIDADE FEDERAL DE UBERLÂNDIA (UFU),Universidade Pública Federal EAD - Superior / Presencial - Superior,ICT | IES | Centro de P&D,,,,Universidade,,,,,,,,,,,,,,,,Base de Conhecimento e P&D,Sim,Sim,Uberlândia,MG, ,www.ufu.br,reitoria@ufu.br, , , ,Universidade, , , , , ,,,,,,Não,,,,, 
UNIVERSIDADE FEDERAL DE MINAS GERAIS (UFMG),Universidade Pública Federal EAD - Superior / Presencial - Superior,ICT | IES | Centro de P&D,,,,Universidade,,,,,,,,,,,,,,,,Base de Conhecimento e P&D,Sim,Sim,Belo Horizonte,MG, ,http://www.ufmg.br,reitor@ufmg.br;info@dai.ufmg.br, , , ,Universidade, , , , , ,,,,,,Não,,,,, 
UNIVERSIDADE FEDERAL DE LAVRAS (UFLA),Universidade Pública Federal EAD - Superior / Presencial - Superior,ICT | IES | Centro de P&D,,,,Universidade,,,,,,,,,,,,,,,,Base de Conhecimento e P&D,Sim,Sim,Lavras,MG, ,www.ufla.br,dias@ufla.br;claudiapontello@hotmail.com, , , ,Universidade, , , , , ,,,,,,Não,,,,, 
UNIVERSIDADE FEDERAL DE JUIZ DE FORA (UFJF),Universidade Pública Federal EAD - Superior / Presencial - Superior,ICT | IES | Centro de P&D,,,,Universidade,,,,,,,,,,,,,,,,Base de Conhecimento e P&D,Sim,Sim,Juiz de Fora,MG, ,www.ufjf.br,piufjf.regulacao@gmail.com, , , ,Universidade, , , , , ,,,,,,Não,,,,, 
UNIVERSIDADE FEDERAL DE ITAJUBÁ - UNIFEI (UNIFEI),Universidade Pública Federal EAD - Superior / Presencial - Superior,ICT | IES | Centro de P&D,,,,Universidade,,,,,,,,,,,,,,,,Base de Conhecimento e P&D,Sim,Sim,Itajubá,MG, ,www.unifei.edu.br,reitoria@unifei.edu.br;pi@unifei.edu.br, , , ,Universidade, , , , , ,,,,,,Não,,,,, 
UNIVERSIDADE FEDERAL DE ALFENAS (UNIFAL-MG),Universidade Pública Federal EAD - Superior / Presencial - Superior,ICT | IES | Centro de P&D,,,,Universidade,,,,,,,,,,,,,,,,Base de Conhecimento e P&D,Sim,Sim,Alfenas,MG, ,www.unifal-mg.edu.br,reitoria@unifal-mg.edu.br, , , ,Universidade, , , , , ,,,,,,Não,,,,, 
UNIVERSIDADE DO VALE DO SAPUCAÍ (UNIVÁS),Universidade Privada sem fins lucrativos EAD - Superior / Presencial - Superior,ICT | IES | Centro de P&D,,,,Universidade,,,,,,,,,,,,,,,,Base de Conhecimento e P&D,Sim,Sim,Pouso Alegre,MG, ,www.univas.edu.br,reitoria@univas.edu.br, , , ,Universidade, , , , , ,,,,,,Não,,,,, 
UNIVERSIDADE DE UBERABA (UNIUBE),Universidade Privada sem fins lucrativos EAD - Superior / Presencial - Superior,ICT | IES | Centro de P&D,,,,Universidade,,,,,,,,,,,,,,,,Base de Conhecimento e P&D,Sim,Sim,Uberaba,MG, ,http://www.uniube.br,uniube@uniube.br, , , ,Universidade, , , , , ,,,,,,Não,,,,, 
UNIVERSIDADE DE ITAÚNA (UI),Universidade Privada sem fins lucrativos Presencial - Superior,ICT | IES | Centro de P&D,,,,Universidade,,,,,,,,,,,,,,,,Base de Conhecimento e P&D,Sim,Sim,Itaúna,MG, ,www.uit.edu.br,uit@uit.br, , , ,Universidade, , , , , ,,,,,,Não,,,,, 
SIRIUS ESCOLA SUPERIOR DE TECNOLOGIA (SIRIUS),Faculdade Privada com fins lucrativos EAD - Superior,ICT | IES | Centro de P&D,,,,Faculdade,,,,,,,,,,,,,,,,Base de Conhecimento e P&D,Sim,Sim,Belo Horizonte,MG, , ,eduforconsultoria@gmail.com, , , ,Faculdade, , , , , ,,,,,,Não,,,,, 
PONTIFÍCIA UNIVERSIDADE CATÓLICA DE MINAS GERAIS (PUC MINAS),Universidade Privada sem fins lucrativos EAD - Superior / Presencial - Superior,ICT | IES | Centro de P&D,,,,Universidade,,,,,,,,,,,,,,,,Base de Conhecimento e P&D,Sim,Sim,Belo Horizonte,MG, ,www.pucminas.br,progradmec@pucminas.br, , , ,Universidade, , , , , ,,,,,,Não,,,,, 
NOVA FACULDADE (NF),Faculdade Privada com fins lucrativos Presencial - Superior,ICT | IES | Centro de P&D,,,,Faculdade,,,,,,,,,,,,,,,,Base de Conhecimento e P&D,Sim,Sim,Contagem,MG, ,www.novafaculdade.com.br,diretorgeral@novafaculdade.com.br, , , ,Faculdade, , , , , ,,,,,,Não,,,,, 
LIBERTAS - FACULDADES INTEGRADAS (LIBERTAS),Faculdade Privada sem fins lucrativos Presencial - Superior,ICT | IES | Centro de P&D,,,,Faculdade,,,,,,,,,,,,,,,,Base de Conhecimento e P&D,Sim,Sim,São Sebastião do Paraíso,MG, ,www.libertas.edu.br,secretaria_docs@libertas.edu.br;libertas@libertas.edu.br, , , ,Faculdade, , , , , ,,,,,,Não,,,,, 
Instituto Universitário UNA de Conselheiro Lafaiete,Faculdade Privada com fins lucrativos Presencial - Superior,ICT | IES | Centro de P&D,,,,Faculdade,,,,,,,,,,,,,,,,Base de Conhecimento e P&D,Sim,Sim,Conselheiro Lafaiete,MG, , ,regulatorio@animaeducacao.com.br, , , ,Faculdade, , , , , ,,,,,,Não,,,,, 
Instituto Una de Itabira (Una),Faculdade Privada com fins lucrativos Presencial - Superior,ICT | IES | Centro de P&D,,,,Faculdade,,,,,,,,,,,,,,,,Base de Conhecimento e P&D,Sim,Sim,Itabira,MG, ,www.una.br,regulatorio@animaeducacao.com.br, , , ,Faculdade, , , , , ,,,,,,Não,,,,, 
INSTITUTO SUPERIOR DE EDUCAÇÃO PROFESSORA NAIR FORTES ABU-MERHY (ISEFOR),Faculdade Privada sem fins lucrativos Presencial - Superior,ICT | IES | Centro de P&D,,,,Faculdade,,,,,,,,,,,,,,,,Base de Conhecimento e P&D,Sim,Sim,Além Paraíba,MG, ,www.feap.edu.br,fundacaoap@ig.com.br, , , ,Faculdade, , , , , ,,,,,,Não,,,,, 
INSTITUTO SUPERIOR DE EDUCAÇÃO IBITURUNA,Faculdade Privada com fins lucrativos Presencial - Superior,ICT | IES | Centro de P&D,,,,Faculdade,,,,,,,,,,,,,,,,Base de Conhecimento e P&D,Sim,Sim,Montes Claros,MG, ,ibituruna.faculdadesprominas.com.br,diretoriaexecutiva@faculdadeunica.com.br, , , ,Faculdade, , , , , ,,,,,,Não,,,,, 
INSTITUTO SUPERIOR DE EDUCAÇÃO ELVIRA DAYRELL (ISEED),Faculdade Privada com fins lucrativos Presencial - Superior,ICT | IES | Centro de P&D,,,,Faculdade,,,,,,,,,,,,,,,,Base de Conhecimento e P&D,Sim,Sim,Virginópolis,MG, ,www.iseed-faved.com.br,secretaria@iseed-faved.com.br;profesfatima@hotmail.com; correiodoemilio@gmail.com, , , ,Faculdade, , , , , ,,,,,,Não,,,,, 
INSTITUTO SANTO TOMÁS DE AQUINO (ISTA),Faculdade Privada sem fins lucrativos EAD - Superior / Presencial - Superior,ICT | IES | Centro de P&D,,,,Faculdade,,,,,,,,,,,,,,,,Base de Conhecimento e P&D,Sim,Sim,Belo Horizonte,MG, ,www.ista.edu.br,ista@ista.edu.br, , , ,Faculdade, , , , , ,,,,,,Não,,,,, 
INSTITUTO NACIONAL DE ENSINO SUPERIOR E PÓS-GRADUAÇÃO PADRE GERVÁSIO (INAPÓS),Faculdade Privada com fins lucrativos Presencial - Superior,ICT | IES | Centro de P&D,,,,Faculdade,,,,,,,,,,,,,,,,Base de Conhecimento e P&D,Sim,Sim,Pouso Alegre,MG, ,www.inapos.edu.br,diretoria@inapos.edu.br, , , ,Faculdade, , , , , ,,,,,,Não,,,,, 
INSTITUTO METROPOLITANO DE ENSINO SUPERIOR (IMES),Faculdade Privada com fins lucrativos Presencial - Superior,ICT | IES | Centro de P&D,,,,Faculdade,,,,,,,,,,,,,,,,Base de Conhecimento e P&D,Sim,Sim,Ipatinga,MG, ,www.univaco.edu.br,univaco@univaco.edu.br, , , ,Faculdade, , , , , ,,,,,,Não,,,,, 
INSTITUTO MACHADENSE DE ENSINO SUPERIOR (IMES),Faculdade Privada sem fins lucrativos Presencial - Superior,ICT | IES | Centro de P&D,,,,Faculdade,,,,,,,,,,,,,,,,Base de Conhecimento e P&D,Sim,Sim,Machado,MG, ,www.fumesc.com.br,imes@fumesc.com.br, , , ,Faculdade, , , , , ,,,,,,Não,,,,, 
